Year,Month,Day,Hour,Minute,Second,Latitude,Londitude,Height(m),sigma ,Flash No.
2013,8,1,4,4,27.1656667,35.6069,135.90923,9519,1.35E-02,181
2013,8,1,4,4,27.1657738,35.65458,135.92855,9992,6.66E-03,181
2013,8,1,4,4,27.1661063,35.67876,135.93597,12549,2.31E-02,181
2013,8,1,4,4,27.1675676,35.67001,135.91973,8013,6.80E-03,181
2013,8,1,4,4,27.1731745,35.69816,135.93322,11776,2.37E-02,181
2013,8,1,4,4,27.1877384,35.66536,135.90191,8569,2.35E-03,181
2013,8,1,4,4,27.1903017,35.6537,135.89801,11072,1.90E-02,181
2013,8,1,4,4,27.2476424,35.6564,135.91532,9010,1.59E-01,181
2013,8,1,4,4,27.2640858,35.71686,135.96701,10674,1.02E+00,181
2013,8,1,4,5,8.5470409,35.63998,136.37327,10653,1.38E+00,182
2013,8,1,4,5,8.5476966,35.64155,136.37619,4973,4.08E-01,182
2013,8,1,4,5,8.5479442,35.65961,136.39858,15957,1.00E-02,182
2013,8,1,4,5,8.5483271,35.6448,136.37717,13276,2.72E-03,182
2013,8,1,4,5,8.5483925,35.63942,136.37312,12841,5.79E-02,182
2013,8,1,4,5,8.5485993,35.64592,136.37762,10859,1.35E+00,182
2013,8,1,4,5,8.5490987,35.64457,136.37722,12961,6.54E-02,182
2013,8,1,4,5,8.5494868,35.6448,136.37717,13276,2.72E-03,182
2013,8,1,4,5,8.5499536,35.64031,136.36965,5031,5.97E-02,182
2013,8,1,4,5,8.5504471,35.639,136.37232,12835,6.10E-04,182
2013,8,1,4,5,8.5505454,35.64907,136.37922,9775,1.60E-02,182
2013,8,1,4,5,8.5569681,35.62201,136.3581,11471,1.20E-02,182
2013,8,1,4,5,8.5710617,35.61602,136.41545,5844,3.35E-03,182
2013,8,1,4,5,31.0312566,35.65449,135.10374,13429,9.27E-03,183
2013,8,1,4,5,31.0522642,35.68376,135.14417,11910,1.98E-02,183
2013,8,1,4,5,31.0614638,35.66102,135.12576,9763,3.17E-02,183
2013,8,1,4,5,31.0649629,35.76387,135.09563,13447,3.04E-01,183
2013,8,1,4,5,31.0810084,35.66572,135.11751,9688,1.17E+00,183
2013,8,1,4,5,31.0926866,35.72729,135.08203,13320,6.70E-01,183
2013,8,1,4,5,31.1073394,35.74013,135.08441,12328,1.23E+00,183
2013,8,1,4,5,31.1081505,35.66421,134.90509,6147,1.94E-02,183
2013,8,1,4,5,31.108585,36.02592,134.67936,4707,9.02E-03,184
2013,8,1,4,5,31.1088311,35.9953,134.68935,10142,1.37E-02,184
2013,8,1,4,5,31.1091747,36.00304,134.68792,7828,2.28E-02,184
2013,8,1,4,5,31.1092548,36.00708,134.68798,13569,7.91E-03,184
2013,8,1,4,5,31.109342,35.94788,134.72849,13625,2.79E-02,184
2013,8,1,4,5,31.1095036,35.89712,134.75948,13294,5.64E-03,184
2013,8,1,4,5,31.1096661,35.91541,134.746,7384,2.00E-01,184
2013,8,1,4,5,31.1097638,35.7934,134.79872,9241,5.09E-01,184
2013,8,1,4,5,31.1098248,35.93932,134.73506,7099,1.81E-02,184
2013,8,1,4,5,31.1102859,35.53599,134.99489,4754,2.20E+00,183
2013,8,1,4,5,31.1280321,35.59164,135.14436,10149,1.80E-04,183
2013,8,1,4,5,31.1318393,35.71207,135.10106,9526,1.95E-01,183
2013,8,1,4,5,31.1393075,36.02798,134.68179,10496,6.01E-03,184
2013,8,1,4,5,31.1399245,35.85497,135.06676,11806,3.54E+00,183
2013,8,1,4,5,31.1406296,35.92676,134.75438,11765,1.28E-02,184
2013,8,1,4,5,31.1427188,35.63986,135.11902,12775,2.40E-03,183
2013,8,1,4,5,31.1464353,35.63532,135.11759,12587,4.02E-03,183
2013,8,1,4,5,31.1473295,35.64418,135.11687,12472,1.10E-02,183
2013,8,1,4,5,31.1473853,35.6765,135.11479,11738,8.01E-02,183
2013,8,1,4,5,31.1479858,35.6255,135.12001,12366,6.74E-03,183
2013,8,1,4,5,31.1482258,35.62893,135.13209,8724,1.75E+00,183
2013,8,1,4,5,31.1482875,35.58526,135.13954,11790,4.20E-03,183
2013,8,1,4,5,31.1495321,35.56637,135.14247,8889,1.14E+00,183
2013,8,1,4,5,31.1515339,35.58852,135.13229,11844,1.42E-01,183
2013,8,1,4,5,31.1516306,35.62178,135.11523,12036,1.89E-03,183
2013,8,1,4,5,31.1527575,35.6156,135.11891,11700,2.23E-02,183
2013,8,1,4,5,31.1528389,35.62458,135.11828,11993,9.07E-03,183
2013,8,1,4,5,31.1531444,35.57928,135.13503,7286,3.95E+00,183
2013,8,1,4,5,31.1531767,35.6134,135.11248,12242,2.12E-01,183
2013,8,1,4,5,31.1545654,35.60765,135.11771,12600,3.59E-02,183
2013,8,1,4,5,31.15495,35.63329,135.10522,13220,3.17E+00,183
2013,8,1,4,5,31.1580426,35.57965,135.13686,12888,8.40E-02,183
2013,8,1,4,5,31.1584834,35.62136,135.12899,12832,1.84E-02,183
2013,8,1,4,5,31.158663,35.61155,135.15295,8803,1.17E+00,183
2013,8,1,4,5,31.1598654,35.59528,135.11041,8343,1.09E+00,183
2013,8,1,4,5,31.1600263,35.59561,135.15663,8095,5.73E-02,183
2013,8,1,4,5,31.161884,35.58445,135.1641,7497,4.22E+00,183
2013,8,1,4,5,31.1621512,35.57053,135.15061,8627,1.02E+00,183
2013,8,1,4,5,31.1622328,35.59036,135.16242,8064,5.06E-01,183
2013,8,1,4,5,31.1628171,35.5282,135.17216,6205,1.87E+00,183
2013,8,1,4,5,31.1641367,35.60621,135.15603,10521,9.22E-03,183
2013,8,1,4,5,31.165529,35.64575,135.14119,5393,3.49E-02,183
2013,8,1,4,5,31.1659026,35.72448,135.14611,12875,2.27E-02,183
2013,8,1,4,5,31.1709683,35.57305,135.16829,7089,7.31E-03,183
2013,8,1,4,5,31.1710438,35.63609,135.14716,11300,1.55E-01,183
2013,8,1,4,5,31.173396,35.71489,135.15681,11032,3.61E+00,183
2013,8,1,4,5,31.1735149,35.63533,135.16058,11665,3.42E-02,183
2013,8,1,4,5,31.1738429,35.57394,135.17116,5922,5.87E-02,183
2013,8,1,4,5,31.1745906,35.59626,135.16358,14189,3.82E-02,183
2013,8,1,4,5,31.1754819,35.64005,135.15858,12046,1.47E-02,183
2013,8,1,4,5,31.1759405,35.61591,135.17442,7671,2.13E-03,183
2013,8,1,4,5,31.1762799,35.60603,135.17253,5713,1.65E-01,183
2013,8,1,4,5,31.1766249,35.87424,135.11187,13503,1.63E+00,183
2013,8,1,4,5,31.17775,35.81783,135.15421,9593,2.47E+00,183
2013,8,1,4,5,31.1801343,35.53603,135.21296,8249,9.42E-03,183
2013,8,1,4,5,31.1841257,35.59941,135.19894,6784,1.35E+00,183
2013,8,1,4,5,31.1981951,35.5471,135.18597,7835,1.94E-03,183
2013,8,1,4,5,31.2045389,35.56224,135.17943,10157,4.81E-02,183
2013,8,1,4,5,31.2059138,35.94742,134.71706,15044,2.14E+00,184
2013,8,1,4,6,21.5696423,35.88095,134.68663,7037,1.95E-01,185
2013,8,1,4,6,21.5699952,35.87841,134.69144,8138,9.34E-02,185
2013,8,1,4,6,21.5700131,35.96475,134.63222,2228,2.69E-01,185
2013,8,1,4,6,21.5703818,35.84589,134.70433,5589,6.55E-01,185
2013,8,1,4,6,21.5705528,36.0009,134.59341,11794,1.50E-01,185
2013,8,1,4,6,21.571691,35.99621,134.59713,8688,2.08E-01,185
2013,8,1,4,6,21.5717454,36.09806,134.5255,9010,9.09E-03,185
2013,8,1,4,6,21.5735762,35.69751,134.79335,3880,8.82E-02,185
2013,8,1,4,6,21.5751599,36.00814,134.57895,10300,1.12E-01,185
2013,8,1,4,6,21.5783031,36.08855,134.52081,9074,3.67E-02,185
2013,8,1,4,6,21.5967262,36.09556,134.54524,5097,1.08E-01,185
2013,8,1,4,6,29.5572982,35.68966,135.95458,9386,2.21E-03,186
2013,8,1,4,6,29.5573839,35.68966,135.95458,9386,2.21E-03,186
2013,8,1,4,6,29.5578076,35.68065,135.94831,3309,9.46E-03,186
2013,8,1,4,6,29.5599925,35.69909,135.95244,13665,5.29E-02,186
2013,8,1,4,6,29.5607892,35.64954,135.92667,12374,1.23E-01,186
2013,8,1,4,6,29.5610613,35.67718,135.93171,11482,2.74E-01,186
2013,8,1,4,6,29.5615538,35.66765,135.9294,5026,2.57E-02,186
2013,8,1,4,6,29.5617893,35.65458,135.92855,9992,6.66E-03,186
2013,8,1,4,6,29.5656495,35.6694,135.93799,7876,1.03E-01,186
2013,8,1,4,6,29.5659998,35.67401,135.93309,13112,1.34E-01,186
2013,8,1,4,6,29.5737643,35.62068,135.93029,10917,4.50E-03,186
2013,8,1,4,6,29.5763108,35.69218,135.96891,10831,1.15E-02,186
2013,8,1,4,6,29.5812434,35.6633,135.91005,10546,6.93E-02,186
2013,8,1,4,6,29.6271841,35.68457,135.94754,7504,5.93E-02,186
2013,8,1,4,6,29.6399348,35.6935,135.95451,13612,2.13E-01,186
2013,8,1,4,6,29.7718648,35.68908,135.87457,10928,1.40E+00,186
2013,8,1,4,6,29.7987433,35.70407,135.87392,12442,1.15E+00,186
2013,8,1,4,6,29.8333224,35.70866,135.89472,9681,1.65E+00,186
2013,8,1,4,7,35.2312724,34.69259,134.93127,6593,6.22E-01,187
2013,8,1,4,7,35.2401022,34.72103,135.07006,9980,6.54E-02,187
2013,8,1,4,8,37.4232094,35.94678,136.11925,10661,5.68E-02,188
2013,8,1,4,8,37.4235959,35.83661,136.06701,9944,4.34E-02,188
2013,8,1,4,8,37.4240492,35.86014,136.07137,12476,5.20E-02,188
2013,8,1,4,8,37.4240979,35.93675,136.11816,12766,1.11E-01,188
2013,8,1,4,8,37.424139,35.93511,136.11582,13467,2.64E-02,188
2013,8,1,4,8,37.425789,35.91776,136.10388,15651,9.84E-03,188
2013,8,1,4,8,37.4275323,35.88772,136.09083,12822,1.02E+00,188
2013,8,1,4,8,37.4286099,35.93709,136.10768,14849,2.35E+00,188
2013,8,1,4,8,37.4306895,35.93503,136.13298,12846,1.78E-01,188
2013,8,1,4,8,37.4314685,35.93205,136.11281,12961,1.21E+00,188
2013,8,1,4,8,37.432703,35.88981,136.1123,12103,9.38E-03,188
2013,8,1,4,8,37.4327208,35.96349,136.15569,5356,1.15E-01,188
2013,8,1,4,8,37.4339972,35.93273,136.10714,12817,1.66E-01,188
2013,8,1,4,8,37.4340202,35.7464,136.04089,12697,2.14E-01,188
2013,8,1,4,8,37.4350374,35.87673,136.09456,4655,1.20E-03,188
2013,8,1,4,8,37.4381859,35.90559,136.11998,11326,2.82E+00,188
2013,8,1,4,8,37.4397038,35.94083,136.15329,8651,2.02E-02,188
2013,8,1,4,8,37.4416417,35.89127,136.1275,13308,4.42E-02,188
2013,8,1,4,8,37.4492554,35.79227,136.07122,7524,2.28E-02,188
2013,8,1,4,8,37.4511982,35.88109,136.13501,9469,4.29E-04,188
2013,8,1,4,8,37.452052,35.84562,136.11174,13660,6.18E-01,188
2013,8,1,4,8,37.4521648,35.86203,136.11066,11195,4.53E-02,188
2013,8,1,4,8,37.4524033,35.85565,136.12158,6773,9.22E-02,188
2013,8,1,4,8,37.4530176,35.80249,136.0936,12217,1.25E-02,188
2013,8,1,4,8,37.4531567,35.86858,136.13415,4235,1.46E-01,188
2013,8,1,4,8,37.4537319,35.84963,136.10228,15487,1.07E+00,188
2013,8,1,4,8,37.4539186,35.90606,136.14083,9071,8.41E-03,188
2013,8,1,4,8,37.4541264,35.84638,136.09634,15286,8.13E-02,188
2013,8,1,4,8,37.4542759,35.7743,136.07119,11456,5.39E-01,188
2013,8,1,4,8,37.4549525,35.89373,136.156,8415,2.39E+00,188
2013,8,1,4,8,37.4554613,35.82907,136.09084,11792,8.18E-01,188
2013,8,1,4,8,37.455946,35.83657,136.10049,7878,4.67E-02,188
2013,8,1,4,8,37.4566142,35.83116,136.09076,15251,3.57E-02,188
2013,8,1,4,8,37.45682,35.71514,136.04822,7875,4.10E-01,188
2013,8,1,4,8,37.4594234,35.82974,136.09426,8792,5.62E-02,188
2013,8,1,4,8,37.4599696,35.78456,136.06666,7493,6.36E-02,188
2013,8,1,4,8,37.4606354,35.81062,136.08375,11178,3.67E-02,188
2013,8,1,4,8,37.4667867,35.81871,136.0804,12923,2.22E-01,188
2013,8,1,4,8,37.4735734,35.7946,136.05586,13533,6.13E-03,188
2013,8,1,4,8,37.4738837,35.88779,136.12056,8868,4.36E+00,188
2013,8,1,4,8,37.478191,35.80059,136.06559,12399,2.30E-01,188
2013,8,1,4,9,41.3126292,35.65223,135.86655,11471,1.56E-02,189
2013,8,1,4,9,41.3134678,35.68415,135.8799,11543,6.40E-02,189
2013,8,1,4,9,41.3137895,35.71271,135.90044,9275,1.84E-02,189
2013,8,1,4,9,41.3141963,35.67769,135.87513,9249,8.01E-03,189
2013,8,1,4,9,41.3142631,35.66037,135.87352,9410,2.48E-02,189
2013,8,1,4,9,41.3142939,35.69753,135.89512,11888,5.59E-03,189
2013,8,1,4,9,41.3145434,35.67248,135.87548,9266,1.50E-03,189
2013,8,1,4,9,41.3149913,35.68829,135.88296,13170,1.28E-02,189
2013,8,1,4,9,41.315148,35.65173,135.87167,8726,3.71E-02,189
2013,8,1,4,9,41.3155456,35.66771,135.87237,11776,2.10E-02,189
2013,8,1,4,9,41.3156419,35.658,135.86717,12778,1.94E-02,189
2013,8,1,4,9,41.3158065,35.69186,135.87406,15442,6.31E-01,189
2013,8,1,4,9,41.3166089,35.67023,135.87371,11766,1.61E-02,189
2013,8,1,4,9,41.3166696,35.68867,135.87405,11630,4.95E-01,189
2013,8,1,4,9,41.3171683,35.67342,135.87032,11430,1.54E-02,189
2013,8,1,4,9,41.3175004,35.6762,135.86487,9160,1.41E-01,189
2013,8,1,4,9,41.3190245,35.71288,135.88912,2372,2.63E-02,189
2013,8,1,4,9,41.3190965,35.68159,135.8628,12246,5.18E-03,189
2013,8,1,4,9,41.3211009,35.67678,135.86546,7946,1.83E+00,189
2013,8,1,4,9,41.3218291,35.67994,135.85782,14022,1.03E-02,189
2013,8,1,4,9,41.3236087,35.68805,135.87516,11477,6.26E-02,189
2013,8,1,4,9,41.3236574,35.68265,135.87265,12047,9.87E-03,189
2013,8,1,4,9,41.3263554,35.66102,135.85493,11695,1.50E-02,189
2013,8,1,4,9,41.3265729,35.68346,135.87012,15893,6.11E-03,189
2013,8,1,4,9,41.3268532,35.61752,135.86248,12482,9.85E-02,189
2013,8,1,4,9,41.3350927,35.67699,135.8734,11645,5.16E-03,189
2013,8,1,4,9,41.3375434,35.67395,135.86584,13637,4.41E-02,189
2013,8,1,4,9,41.3395657,35.67764,135.88424,12974,2.29E-02,189
2013,8,1,4,9,41.342277,35.66419,135.85729,13845,5.80E-01,189
2013,8,1,4,9,41.3429283,35.67533,135.88985,5087,2.86E+00,189
2013,8,1,4,9,41.3450885,35.70156,135.89472,9144,3.99E-02,189
2013,8,1,4,9,41.3467509,35.65032,135.87028,5368,1.42E+00,189
2013,8,1,4,9,41.3504391,35.65383,135.88979,13053,1.79E-01,189
2013,8,1,4,9,41.3568094,35.6805,135.89091,11669,3.88E-03,189
2013,8,1,4,9,41.368451,35.61828,135.86928,10699,1.26E-02,189
2013,8,1,4,9,41.3710027,35.64948,135.93493,13778,2.71E-01,189
2013,8,1,4,9,41.3720727,35.59153,135.92435,13711,3.55E-02,189
2013,8,1,4,9,41.3733179,35.65002,135.95064,8117,3.50E-02,189
2013,8,1,4,9,41.3751994,35.64781,135.95334,13668,1.54E-01,189
2013,8,1,4,9,41.375241,35.66153,135.96984,12019,1.05E-02,189
2013,8,1,4,9,41.3793311,35.65288,135.96556,10448,2.27E-01,189
2013,8,1,4,9,41.3819396,35.63528,135.95786,14761,1.01E-02,189
2013,8,1,4,9,41.3829759,35.65859,135.97866,9744,4.62E-02,189
2013,8,1,4,9,41.3834523,35.67744,135.99442,7383,2.29E-02,189
2013,8,1,4,9,41.3838111,35.66958,135.98421,7836,1.10E-03,189
2013,8,1,4,9,41.3850807,35.65552,135.97626,5279,1.88E-02,189
2013,8,1,4,9,41.3854383,35.6654,135.98422,5763,2.63E-01,189
2013,8,1,4,9,41.3855899,35.62068,135.96013,9005,1.56E-02,189
2013,8,1,4,9,41.3864629,35.66948,135.97514,8916,2.33E+00,189
2013,8,1,4,9,41.3865821,35.69071,136.01042,11805,6.92E-02,189
2013,8,1,4,9,41.4055172,35.67233,135.98678,7016,6.71E-01,189
2013,8,1,4,9,41.4130114,35.64922,135.97824,11038,8.18E-01,189
2013,8,1,4,9,41.4142016,35.61877,135.93592,10476,1.27E+00,189
2013,8,1,4,9,43.91614,36.1555,136.76275,14315,2.74E-01,190
2013,8,1,4,9,43.935206,36.16521,136.76806,9287,5.28E+00,190
2013,8,1,4,9,58.5214825,35.76647,134.80479,10649,3.58E-02,191
2013,8,1,4,9,58.5221031,35.71668,134.84393,8586,8.58E-01,191
2013,8,1,4,9,58.5223075,35.77108,134.80134,10767,3.07E-02,191
2013,8,1,4,9,58.522378,35.77108,134.80134,10767,3.07E-02,191
2013,8,1,4,9,58.522908,35.77573,134.79787,10884,2.96E-02,191
2013,8,1,4,9,58.5241765,35.73141,134.8316,9594,1.67E-01,191
2013,8,1,4,9,58.524545,35.93224,134.7502,14346,1.63E-02,191
2013,8,1,4,9,58.5247201,35.66157,134.88324,8982,2.09E-02,191
2013,8,1,4,9,58.5274076,35.77405,134.79857,11052,1.57E-03,191
2013,8,1,4,9,58.5276893,35.66464,134.85528,9734,4.04E-02,191
2013,8,1,4,9,58.5335323,35.76526,134.79081,11713,7.35E-04,191
2013,8,1,4,11,31.2460158,36.33162,135.88557,7828,4.62E-01,192
2013,8,1,4,11,31.2467013,36.23386,135.86386,15551,1.13E-01,192
2013,8,1,4,11,31.3197234,36.35102,135.9256,14827,1.34E+00,192
2013,8,1,4,11,34.4192812,35.95651,134.78055,7198,4.90E-03,193
2013,8,1,4,11,34.4201393,35.95092,134.78418,7114,5.35E-04,193
2013,8,1,4,11,34.4202749,35.94596,134.78769,8622,3.76E-03,193
2013,8,1,4,11,34.4204424,35.83573,134.85379,8089,7.16E-01,193
2013,8,1,4,11,34.4212675,35.95408,134.78386,9869,5.08E-02,193
2013,8,1,4,11,34.4257817,35.94202,134.7914,10924,1.58E-02,193
2013,8,1,4,11,34.4262859,35.92769,134.79469,10012,1.23E-01,193
2013,8,1,4,11,34.4296352,36.01612,134.74391,12065,5.16E-01,193
2013,8,1,4,11,34.4534599,35.95855,134.77399,11279,4.98E-02,193
2013,8,1,4,12,22.7515174,35.67713,135.90778,15654,1.45E+00,194
2013,8,1,4,12,22.7516564,35.69577,135.92594,8197,1.16E-02,194
2013,8,1,4,12,22.7518966,35.64378,135.89815,8756,6.33E-01,194
2013,8,1,4,12,22.7521308,35.672,135.90751,14263,3.56E-03,194
2013,8,1,4,12,22.7522103,35.62467,135.89374,8622,6.99E-02,194
2013,8,1,4,12,22.7522746,35.64325,135.89721,8756,6.73E-04,194
2013,8,1,4,12,22.7525157,35.66168,135.91164,15831,4.25E-02,194
2013,8,1,4,12,22.752654,35.67374,135.91216,13043,4.02E-02,194
2013,8,1,4,12,22.7534012,35.66611,135.90079,12292,6.76E-03,194
2013,8,1,4,12,22.7535012,35.62907,135.89214,10992,4.88E-02,194
2013,8,1,4,12,22.7542963,35.67487,135.90929,8501,2.67E-02,194
2013,8,1,4,12,22.7543719,35.67726,135.90805,7786,1.54E-01,194
2013,8,1,4,12,22.7554958,35.57105,135.87127,10163,1.22E-02,194
2013,8,1,4,12,22.7560246,35.68112,135.89901,9529,8.43E-02,194
2013,8,1,4,12,22.7563483,35.65494,135.882,12094,7.56E-03,194
2013,8,1,4,12,22.7564498,35.65494,135.882,12094,7.56E-03,194
2013,8,1,4,12,22.7574009,35.63995,135.88079,8864,4.50E-03,194
2013,8,1,4,12,22.7574825,35.69691,135.9094,11720,1.71E-02,194
2013,8,1,4,12,22.7575681,35.64608,135.87964,11281,7.91E-03,194
2013,8,1,4,12,22.7576624,35.68292,135.89435,11843,4.18E-02,194
2013,8,1,4,12,22.7578573,35.69597,135.91138,5496,2.60E-02,194
2013,8,1,4,12,22.7587796,35.67832,135.89476,7053,3.21E+00,194
2013,8,1,4,12,22.759733,35.63604,135.88187,12014,2.66E-02,194
2013,8,1,4,12,22.7598251,35.70031,135.91116,11657,2.81E-03,194
2013,8,1,4,12,22.7608202,35.61829,135.88728,8069,8.15E-03,194
2013,8,1,4,12,22.7613729,35.66542,135.90063,12334,6.83E-03,194
2013,8,1,4,12,22.7615006,35.66025,135.88727,5364,2.88E-03,194
2013,8,1,4,12,22.7647367,35.67406,135.88338,12280,2.19E+00,194
2013,8,1,4,12,22.7664295,35.68757,135.90041,10105,5.22E-03,194
2013,8,1,4,12,22.7687107,35.68617,135.90537,11361,1.05E-02,194
2013,8,1,4,12,22.7719071,35.65931,135.90367,8744,2.48E-02,194
2013,8,1,4,12,22.7721457,35.68175,135.90241,11640,1.41E-01,194
2013,8,1,4,12,22.7733705,35.65851,135.89808,11120,2.26E-03,194
2013,8,1,4,12,22.7763146,35.685,135.9123,9723,1.71E-02,194
2013,8,1,4,12,22.776885,35.74477,135.94835,2875,3.15E-03,194
2013,8,1,4,12,22.7817337,35.63586,135.89448,7595,2.21E+00,194
2013,8,1,4,12,22.782218,35.66832,135.91046,12989,8.32E-04,194
2013,8,1,4,12,22.7870464,35.63344,135.89018,12944,4.44E-02,194
2013,8,1,4,12,22.7914947,35.64463,135.94294,14985,5.07E-02,194
2013,8,1,4,12,22.7931435,35.68946,135.92935,15540,4.95E-02,194
2013,8,1,4,12,22.7933828,35.6963,135.94319,12568,2.88E-03,194
2013,8,1,4,12,22.7961067,35.68033,135.908,8239,7.61E-03,194
2013,8,1,4,12,22.8009232,35.64951,135.96061,11430,5.27E-01,194
2013,8,1,4,12,22.8033331,35.64626,135.9578,12509,1.25E-01,194
2013,8,1,4,12,22.8035851,35.63661,135.95936,11798,4.75E-03,194
2013,8,1,4,12,22.8054101,35.64248,135.95554,12389,7.92E-02,194
2013,8,1,4,12,22.8056621,35.6559,135.97159,9588,2.10E-02,194
2013,8,1,4,12,22.8059825,35.64323,135.96687,8589,1.47E-04,194
2013,8,1,4,12,22.8067913,35.60789,135.95347,8809,9.55E-02,194
2013,8,1,4,12,22.8082198,35.65705,135.97196,9907,5.05E-03,194
2013,8,1,4,12,22.8083292,35.61503,135.95077,13286,3.95E-03,194
2013,8,1,4,12,22.8093704,35.6398,135.97865,12151,4.24E+00,194
2013,8,1,4,12,22.8116746,35.64444,135.9642,13997,1.43E-02,194
2013,8,1,4,12,22.811976,35.63168,135.97698,10378,2.48E-02,194
2013,8,1,4,12,22.8120108,35.64825,135.99368,7031,5.95E-03,194
2013,8,1,4,12,22.8129202,35.62276,135.95323,13496,1.11E-02,194
2013,8,1,4,12,22.8129541,35.64492,135.9668,6893,1.09E+00,194
2013,8,1,4,12,22.8140368,35.64216,135.89601,6381,1.86E-01,194
2013,8,1,4,12,22.8145425,35.62671,135.97433,10324,1.27E-01,194
2013,8,1,4,12,22.8147905,35.66016,135.98153,11181,6.33E-03,194
2013,8,1,4,12,22.820051,35.65742,135.97941,8089,4.10E-02,194
2013,8,1,4,12,22.820923,35.65999,135.97849,15357,3.68E-02,194
2013,8,1,4,12,22.8270481,35.65067,135.99789,8840,4.76E-04,194
2013,8,1,4,12,22.8282086,35.66977,135.9819,14048,5.34E-01,194
2013,8,1,4,12,22.8362322,35.66362,135.97403,9386,2.10E-03,194
2013,8,1,4,13,3.6228758,35.91444,134.80582,10946,2.73E-02,195
2013,8,1,4,13,3.6247178,35.63031,134.9505,6094,5.53E-03,196
2013,8,1,4,13,3.6249864,35.94783,134.79163,15517,7.18E-03,195
2013,8,1,4,13,3.6841683,35.5535,134.98267,5725,5.30E-03,196
2013,8,1,4,13,3.6843188,35.99906,134.74722,11855,1.11E-02,195
2013,8,1,4,13,10.0313061,36.25186,134.53496,12631,2.76E+00,197
2013,8,1,4,13,10.1123951,36.09587,134.46299,6371,8.94E-01,197
2013,8,1,4,13,10.1128113,36.22312,134.41063,13519,2.20E-01,197
2013,8,1,4,13,10.1132994,35.86151,134.63264,15453,4.67E-02,198
2013,8,1,4,13,10.1134161,36.0144,134.50461,12858,1.41E-01,197
2013,8,1,4,13,10.1136378,35.90427,134.58704,12691,2.12E-01,198
2013,8,1,4,13,10.1139491,35.94264,134.55535,12823,1.26E+00,198
2013,8,1,4,13,10.1195281,36.10244,134.40582,11592,6.29E-01,197
2013,8,1,4,13,10.1196113,36.04893,134.42619,7813,3.53E-01,197
2013,8,1,4,13,10.1301191,35.74021,134.73081,2874,8.85E-01,198
2013,8,1,4,13,10.1321138,35.92298,134.59255,13546,3.74E-02,198
2013,8,1,4,13,10.1326,35.99105,134.51965,7191,1.11E-01,197
2013,8,1,4,13,10.1327862,35.84535,134.67592,13348,3.99E-01,198
2013,8,1,4,13,10.1401039,36.13122,134.45479,7093,2.91E-01,197
2013,8,1,4,13,10.1474259,36.29871,134.45469,10307,1.09E+00,197
2013,8,1,4,15,5.4162977,36.2476,137.23025,11983,5.90E+00,199
2013,8,1,4,15,5.4165986,36.22354,137.19697,4962,6.02E-03,199
2013,8,1,4,15,5.4259548,36.20969,137.20814,10248,2.81E-01,199
2013,8,1,4,15,33.4802529,35.96608,136.20107,11039,7.14E-01,200
2013,8,1,4,15,33.4809877,35.93586,136.16327,11214,6.77E-01,200
2013,8,1,4,15,33.4813706,35.8974,136.14661,11191,4.45E-02,200
2013,8,1,4,15,33.4816584,35.88371,136.13181,11679,2.97E-01,200
2013,8,1,4,15,33.4819444,35.92119,136.15788,11315,6.63E-03,200
2013,8,1,4,15,33.4822039,36.01601,136.24745,11700,1.82E+00,200
2013,8,1,4,15,33.4836023,35.94579,136.1756,13161,7.83E-02,200
2013,8,1,4,15,33.4837054,35.80537,136.09534,12165,1.60E-02,200
2013,8,1,4,15,33.4837917,35.94952,136.17904,10296,5.11E-02,200
2013,8,1,4,15,33.4844738,35.83502,136.10518,13020,5.51E-02,200
2013,8,1,4,15,33.4846382,35.90241,136.13992,13022,6.08E-02,200
2013,8,1,4,15,33.4863226,36.1208,136.27466,11739,1.91E-01,200
2013,8,1,4,15,33.4928143,35.8846,136.1116,12617,7.49E-01,200
2013,8,1,4,15,33.5032963,35.90765,136.15024,14129,2.80E-01,200
2013,8,1,4,15,33.5127404,35.91597,136.08643,15500,1.79E-01,200
2013,8,1,4,15,33.521722,35.88256,136.18654,3111,1.81E-02,200
2013,8,1,4,15,33.5232807,35.88321,136.18681,3111,1.20E-02,200
2013,8,1,4,15,33.5239272,35.91978,136.20036,12424,2.03E-01,200
2013,8,1,4,15,33.5245783,35.88703,136.19176,9871,5.90E-02,200
2013,8,1,4,15,33.525974,35.87716,136.16411,8996,7.71E-02,200
2013,8,1,4,15,33.5265427,35.90578,136.18577,14934,1.83E-01,200
2013,8,1,4,15,33.5271075,35.91154,136.19142,12122,1.20E-02,200
2013,8,1,4,15,33.5280894,35.93294,136.21604,15144,3.16E-01,200
2013,8,1,4,15,33.5300662,35.8629,136.1868,13111,4.60E-01,200
2013,8,1,4,15,33.5319475,35.90305,136.19476,15583,4.94E-01,200
2013,8,1,4,15,33.5332328,35.84027,136.1725,14871,2.24E-03,200
2013,8,1,4,15,33.5332846,35.81711,136.16598,11296,1.51E-02,200
2013,8,1,4,15,33.5334269,35.86554,136.18709,12916,2.10E-03,200
2013,8,1,4,15,33.5410443,35.83003,136.18447,7670,2.25E-01,200
2013,8,1,4,15,33.5435151,35.82102,136.16917,11456,2.70E-05,200
2013,8,1,4,17,2.021866,35.60977,136.04765,11341,1.43E-03,201
